time,open,high,low,close,Volume,Volume MA
1677258000,155.84,155.87,155.23,155.27,32519,40444.85
1677261600,155.27,156.17,155.25,156.15,35241,39762.55
1677265200,156.17,156.45,155.93,156.32,38982,36313.2
1677268800,156.32,156.44,155.58,155.99,73959,33501.15
1677499200,156.2,156.3,156.12,156.12,17,33501.45
1677502800,156.15,156.74,156.15,156.74,157,33508.85
1677506400,156.75,157.41,155.9,156.69,40611,35537.45
1677510000,156.64,156.9,155.99,156.35,44179,35426.2
1677513600,156.35,156.38,155.3,155.4,36487,34604.15
1677517200,155.41,155.82,155.26,155.74,30606,34580.8
1677520800,155.755,156.03,155.72,155.85,28413,34247.7
1677524400,155.88,156.28,155.7,155.74,33360,34614.6
1677528000,155.72,155.75,155.1,155.63,79582,36119.9
1677592800,155.08,155.08,153.82,154.14,20386,31201.25
1677596400,154.16,154.32,153.5,154.02,36451,33023.45
1677600000,154.08,154.45,154,154.1,20082,34025.95
1677603600,154.02,154.63,154.02,154.42,23383,35193.7
1677607200,154.47,154.47,153.98,154.01,17884,34407.4
1677610800,154.02,154.02,153.3,153.3,36264,33572.9
1677614400,153.36,153.56,153.04,153.29,110741,36965.2
1677625200,153.5,153.5,153.5,153.5,1,35339.3
1677672000,153.63,153.83,153.63,153.7,55,33580
1677675600,153.71,153.75,153.47,153.55,27,31632.25
1677679200,153.43,153.69,152.165,152.62,38678,29868.2
1677682800,152.71,152.83,152.3,152.44,45945,32164.6
1677686400,152.45,152.67,151.91,152.59,48208,34567.15
1677690000,152.58,152.69,152.13,152.2,25606,33816.9
1677693600,152.18,152.31,151.92,152.19,26452,32930.55
1677697200,152.19,152.23,151.99,152.08,25120,32362.2
1677700800,152.08,152.65,152.05,152.56,75120,34587.9
1677704400,152.57,152.58,152.42,152.57,97,33172.1
1677711600,152.2,152.2,151.98,151.98,5,31504.35
1677758400,152.09,152.19,151.98,151.98,37,27527.1
1677762000,152,152.35,152,152.2,53,26510.45
1677765600,152.35,152.56,151.24,151.77,58239,27599.85
1677769200,151.82,152.19,151.78,152.02,51387,29165.1
1677772800,152.01,152.1,151.58,151.97,50350,30513.45
1677776400,151.95,151.98,151.47,151.61,32454,31241.95
1677780000,151.61,152.01,151.41,151.93,36367,31247.1
1677783600,151.92,152.19,151.84,152.08,35023,27461.2
1677787200,152.08,152.75,152.05,152.48,83399,31631.1
1677852000,153.1,153.83,152.84,153.6,29578,33107.25
1677855600,153.64,153.64,152.94,153.14,26765,34444.15
1677859200,153.2,153.6,153.17,153.59,11769,33098.7
1677862800,153.58,153.7,153.37,153.5,9289,31265.9
1677866400,153.56,153.6,153.055,153.14,26690,30190
1677870000,153.17,153.6,153.13,153.59,17282,29773.8
1677873600,153.65,154.1,153.64,154.01,48992,30900.8
1678111200,154.7,155.65,154.64,155.2,45064,31898
1678114800,155.2,155.63,154.9,155.03,38650,30074.5
1678118400,155.06,155.33,155.06,155.33,22066,31172.95
1678122000,155.33,155.72,155.31,155.67,22820,32313.7
1678125600,155.64,155.67,155.28,155.28,16955,33159.6
1678129200,155.3,155.49,155.08,155.09,16757,33994.8
1678132800,155.05,155.69,154.95,155.53,67410,34453.35
1678190400,155.99,156.1,155.98,156.1,109,31889.45
1678194000,156.17,156.17,155.9,156.02,45,29374.2
1678197600,155.9,156.5,154.9,155.47,43665,29934.75
1678201200,155.465,155.5,154.32,154.54,60028,31117.8
1678204800,154.58,154.69,153.36,153.53,50814,31907.35
1678208400,153.56,154.04,153.39,153.44,34555,29465.15
1678212000,153.46,154,153.36,153.91,27084,29340.45
1678215600,153.92,154.18,153.83,153.86,35052,29754.8
1678219200,153.85,154.5,153.85,154.07,91445,33738.6
1678222800,154.09,154.09,154.04,154.04,2,33274.25
1678226400,154.09,154.09,154.09,154.09,7,31940.1
1678276800,154.42,154.5,154.33,154.33,15,31076.75
1678280400,154.26,154.31,154.15,154.31,14,28627.85
1678284000,154.23,154.42,153.31,153.32,19351,27342.2
1678287600,153.3,153.35,152.79,153.14,61494,28484.4
1678291200,153.16,153.58,153.06,153.36,27145,28738.35
1678294800,153.36,153.39,152.85,153.01,20890,28641.85
1678298400,152.97,153.02,152.49,152.82,30171,29302.65
1678302000,152.8,153.14,152.75,152.83,35953,30262.45
1678305600,152.84,153.03,152.72,152.96,74855,30634.7
1678370400,153.45,153.53,151.74,151.8,60507,33654.6
1678374000,151.79,152.06,151.27,152.06,55442,36424.45
1678377600,152,152.36,151.93,152.16,18015,35141.95
1678381200,152.16,152.63,152.16,152.51,18821,33081.6
1678384800,152.49,152.63,152.12,152.15,25698,31825.8
1678388400,152.17,152.29,151.39,151.39,29097,31552.9
1678392000,151.42,151.49,150.74,151.22,83600,34378.7
1678395600,151.4,151.4,151.3,151.3,2892,32770.7
1678449600,151.36,151.36,151.3,151.34,37,28200.3
1678453200,151.54,151.99,151.52,151.76,90,28204.7
1678456800,151.81,153.49,151.38,153.19,74685,31938.6
1678460400,153.13,153.43,152.52,152.87,88551,36365.4
1678464000,152.86,152.86,151.71,152.02,61432,39436.3
1678467600,152.06,152.22,151.57,151.59,36563,40296.9
1678471200,151.59,151.94,151.17,151.49,51312,39787.8
1678474800,151.51,152.26,151.31,152.02,68403,41850.7
1678478400,152.02,152.05,151.1,151.6,125350,47073.7
1678482000,151.97,151.97,151.6,151.6,59,45568.1
1678705200,151.6,152.14,151.6,151.61,49,43772.9
1678708800,151.84,151.9,151.51,151.9,100,40035.15
1678712400,151.51,155.26,151.5,155.06,91595,41589.55
1678716000,155.06,155.62,154.2,155.41,103899,44012.4
1678719600,155.49,155.91,154.68,155.285,104316,48327.45
1678723200,155.31,155.62,153.73,154.26,65505,50661.65
1678726800,154.28,154.45,153.76,154.23,52621,52007.8
1678730400,154.24,154.47,153.96,154.1,51377,53121.8
1678734000,154.03,154.09,152.92,153.03,112333,54558.45
1678737600,153.69,153.95,153.69,153.95,200,54423.85
1678744800,154.42,154.42,154.42,154.42,1,54422.05
1678791600,154.99,155.25,154.99,155.07,17,54418.4
1678795200,154.98,155.2,154.9,155.11,47,50686.5
1678798800,154.32,154.43,152.48,153.1,33406,47929.25
1678802400,153.11,153.33,152.7,152.95,48282,47271.75
1678806000,152.98,153.17,152.42,152.43,41761,47531.65
1678809600,152.45,152.72,152.17,152.42,41232,47027.65
1678813200,152.39,152.73,151.89,152.66,35966,45405.8
1678816800,152.73,152.83,152.26,152.51,31970,40736.8
1678820400,152.52,154.02,152.27,153.81,109887,46228.2
1678824000,153.92,153.92,153.89,153.89,873,46269.4
1678878000,152.7,152.7,152.7,152.7,102,46269.5
1678885200,152.6,153.82,152.58,153.54,14274,42403.45
1678888800,153.41,154.11,153.11,153.9,54609,39938.95
1678892400,153.86,154.08,153.41,153.53,30925,36269.4
1678896000,153.47,153.59,153.1,153.4,15755,33781.9
1678899600,153.51,154.22,153.51,154.08,30368,32669.25
1678903200,154.14,154.83,153.9,154.05,38667,32033.75
1678906800,154,154.43,153.5,154.39,45874,28710.8
1678910400,154.35,154.35,154.35,154.35,500,28725.8
1678964400,154.2,154.58,154.2,154.58,37,28727.6
1678968000,154.41,154.58,154.29,154.29,65,28730
1678971600,154.2,154.2,152.74,152.91,43545,30904.9
1678975200,152.91,154.06,152.64,154.06,41119,31290.55
1678978800,154.14,154.14,153.39,153.45,32029,30477.9
1678982400,153.42,154.36,153.17,154.16,35830,30181.35
1678986000,154.12,154.32,153.76,153.9,36428,29941.15
1678989600,153.89,153.9,153.32,153.63,39224,30104.05
1678993200,153.66,154.07,153.66,154.03,127523,34881.7
1678996800,154.03,154.15,154.03,154.12,775,29426.1
1679000400,154.03,154.03,154.03,154.03,1,29382.5
1679050800,154.43,154.43,154.13,154.15,15,29378.15
1679054400,154.06,154.06,153.37,153.37,40,28666.45
1679058000,153.33,154.94,153.33,153.76,33238,27597.9
1679061600,153.76,154.25,153.27,153.62,52976,28700.45
1679065200,153.58,153.79,153.15,153.29,48653,30345.35
1679068800,153.29,153.87,153.29,153.59,42601,30957
1679072400,153.62,153.75,153.27,153.4,46347,31341
1679076000,153.41,153.51,152.71,153.24,65563,32325.45
1679079600,153.25,153.59,152.31,152.34,182159,41408.4
1679083200,152.38,152.38,152.38,152.38,713,41442.2
1679310000,152.39,152.39,152.39,152.39,5,41439.2
1679313600,152.42,152.92,152.41,152.92,16,39262.75
1679317200,152.95,153.32,152.38,153.22,28852,38649.4
1679320800,153.2,153.32,152.61,152.9,39630,39029.45
1679324400,152.92,153.19,152.69,153.16,30999,38787.9
1679328000,153.18,153.88,152.96,153.78,37886,38860.8
1679331600,153.79,154.07,153.31,153.39,26413,38220.25
1679335200,153.39,153.43,153.08,153.21,32048,33446.5
1679338800,153.17,153.93,153.04,153.86,76654,37240.45
1679342400,153.86,153.86,153.47,153.47,26,37241.7
1679403600,154.03,154.03,152.85,152.85,9091,37695.5
1679407200,152.9,153.93,152.71,153.81,31231,39255.05
1679410800,153.81,153.94,153.13,153.13,36216,39403.95
1679414400,153.03,153.1,152.41,152.42,26099,38060.1
1679418000,152.47,152.6,152.25,152.33,29404,37097.65
1679421600,152.38,152.87,152.19,152.87,26026,36268.9
1679425200,152.84,153.98,152.84,153.95,75422,37722.65
1679490000,153.93,154.05,153.52,153.67,16348,35261.9
1679493600,153.65,153.89,153.15,153.33,49915,28649.7
1679497200,153.34,153.44,152.68,152.94,41967,30712.4
1679500800,152.96,153.04,152.3,152.32,33463,32385.3
1679504400,152.31,152.63,152.28,152.39,41959,34482.45
1679508000,152.45,153.15,152.39,152.49,52190,35649.35
1679511600,152.46,152.73,151.03,151.05,109956,39165.65
1679515200,151.6,151.6,151.07,151.07,1155,37673.45
1679518800,151.47,151.6,151.47,151.6,102,35784.25
1679569200,151.35,151.5,151.28,151.28,58,34466.5
1679572800,151.44,151.62,151.3,151.43,306,32879.4
1679576400,151.48,151.5,150.73,150.89,35959,30844.65
1679580000,150.87,151.02,150.12,151,61037,33895.2
1679583600,151.01,151.27,150.79,150.85,37373,35309.3
1679587200,150.85,151.68,150.85,151.46,26598,35077.65
1679590800,151.48,151.53,151.02,151.28,38848,35209.25
1679594400,151.28,151.63,150.63,150.79,33675,35588.05
1679598000,150.81,151.39,150.6,151.06,112851,39760.4
1679601600,151.12,151.12,151.12,151.12,1,38459.15
1679655600,151.3,151.3,151.3,151.3,732,34724.65
1679662800,151.67,151.72,150.85,151.25,14963,34655.4
1679666400,151.25,151.48,150.92,151.21,24530,33386.15
1679670000,151.2,152.15,151.06,152,27994,32687.5
1679673600,152.12,152.34,151.91,152.03,21433,32086
1679677200,152.08,152.48,151.98,152.24,18231,30899.6
1679680800,152.27,152.65,152.27,152.61,21343,29357.25
1679684400,152.58,152.76,152.28,152.68,46387,26178.8
1679922000,154.11,154.45,153.58,153.62,22956,27268.85
1679925600,153.33,153.62,153.14,153.54,33162,28921.85
1679929200,153.5,154.01,153.47,153.9,19583,29898.1
1679932800,153.84,154.06,153.55,153.6,14513,30608.45
1679936400,153.6,153.96,153.58,153.62,8806,29250.8
1679940000,153.64,154,153.56,153.98,16911,27044.5
1679943600,153.97,153.99,153.2,153.34,34643,26908
1680004800,153.5,153.5,153.5,153.5,161,25586.15
1680008400,152.41,153.22,152.01,153.16,16799,24483.7
1680012000,153.17,153.31,152.95,153.01,16428,23621.35
1680015600,153.09,153.42,152.96,152.96,43057,20131.65
1680019200,152.98,153.04,152.6,152.6,24737,21368.45
1680022800,152.6,152.7,152.27,152.35,20313,22347.5
1680026400,152.4,152.46,152.16,152.3,31477,23173.2
1680030000,152.27,152.3,151.74,151.83,95735,26733.45
1680037200,151.97,151.97,151.97,151.97,200,25343.75
1680094800,152.36,152.59,152.13,152.46,18815,25212.85
1680098400,152.52,153.2,152.4,152.91,17489,25175.75
1680102000,152.88,153.29,152.8,153.08,26774,25447.3
1680105600,153.1,153.18,152.86,153.13,10393,23647.6
1680109200,153.15,153.24,152.91,152.96,18883,23443.95
1680112800,152.94,153.04,152.73,152.93,29413,23256.5
1680116400,152.95,153.38,152.71,153.3,75914,26073.05
1680120000,153.5,153.5,153.5,153.5,1,25347.45
1680123600,153.31,153.31,153.31,153.31,8,24907.55
1680174000,153.5,153.8,153.5,153.75,25,24063.25
1680177600,153.72,153.74,153.62,153.65,30,22332.6
1680181200,153.8,153.83,152.88,153.02,23502,23499.65
1680184800,152.92,153.4,152.91,153.26,38413,24580.35
1680188400,153.26,153.45,153.17,153.2,32212,25369.55
1680192000,153.19,153.35,152.9,152.95,31863,24809.85
1680195600,152.94,153.1,152.81,152.99,34174,25281.7
1680199200,152.97,153.16,152.91,153.035,34351,25983.6
1680202800,153.02,153.51,153.02,153.44,48420,26830.75
1680206400,153.35,153.35,153.35,153.35,4,22044.2
1680210000,153.44,153.44,153.44,153.44,1,22034.25
1680260400,153.78,153.78,153.75,153.75,6,21093.8
1680264000,153.88,153.92,153.88,153.92,3,20219.5
1680267600,153.84,154.25,153.27,153.84,27336,20247.6
1680271200,153.85,154.21,153.59,153.92,39005,21678.2
1680274800,153.92,154,153.7,153.94,36640,22566.05
1680278400,153.95,154.34,153.94,154.32,37469,22968.85
1680282000,154.31,154.42,154.23,154.37,20923,20219.3
1680285600,154.365,154.57,154.16,154.5,28780,21658.25
1680289200,154.5,155.19,154.38,155.02,202383,31777
1680292800,154.66,155,154.52,155,59,31778.7
1680296400,155.12,155.12,155.12,155.12,6,31777.5
1680300000,155,155,155,155,4,30602.6
